case_id,task,dataset,perturbation,uncorrected_single_drift,original_noise,perturbed_noise,noise_baseline,raw_perturbation_drift,noise_corrected_drift
fourtask_formatting_squad_01,factual_qa,SQuAD V2,formatting,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_formatting_squad_03,factual_qa,SQuAD V2,formatting,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_formatting_squad_05,factual_qa,SQuAD V2,formatting,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_formatting_squad_07,factual_qa,SQuAD V2,formatting,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_formatting_squad_09,factual_qa,SQuAD V2,formatting,2.220446049250313e-16,0.07366166300284031,0.07071316419577751,0.07218741359930891,0.05264850869966445,0.0
fourtask_formatting_squad_11,factual_qa,SQuAD V2,formatting,0.0,0.256376510507575,0.256376510507575,0.256376510507575,0.17091767367171665,0.0
fourtask_formatting_squad_13,factual_qa,SQuAD V2,formatting,0.0,0.2962336858049937,0.0935427576879088,0.19488822174645126,0.32466078605691034,0.12977256431045908
fourtask_formatting_squad_15,factual_qa,SQuAD V2,formatting,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_formatting_squad_17,factual_qa,SQuAD V2,formatting,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_formatting_squad_19,factual_qa,SQuAD V2,formatting,0.0,2.6503776699253007e-07,0.0,1.3251888349626503e-07,1.3251888349626503e-07,0.0
fourtask_formatting_squad_21,factual_qa,SQuAD V2,formatting,0.0,0.03107824511253628,0.0,0.01553912255626814,0.01553912255626814,0.0
fourtask_formatting_squad_23,factual_qa,SQuAD V2,formatting,4.898356432692097e-07,0.0,0.0,0.0,4.898356432692097e-07,4.898356432692097e-07
fourtask_formatting_squad_25,factual_qa,SQuAD V2,formatting,0.0015070181363369128,0.03522581505438064,0.41300717302895495,0.2241164940416678,0.22403889159527784,0.0
fourtask_formatting_squad_27,factual_qa,SQuAD V2,formatting,0.5549809773088729,0.0,0.0,0.0,0.5549809773088729,0.5549809773088729
fourtask_formatting_squad_29,factual_qa,SQuAD V2,formatting,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_formatting_squad_31,factual_qa,SQuAD V2,formatting,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0
fourtask_formatting_squad_33,factual_qa,SQuAD V2,formatting,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_formatting_squad_35,factual_qa,SQuAD V2,formatting,0.0,0.0,0.0,0.0,0.0,0.0
